word,count,rank,In Top,letter score,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
cisco,27894293,458,1000,3.10215,0,0,0.481,0,0,0,0,0,0.848,0,0,0,0,0,0.847,0,0,0,0.927,0,0,0,0,0,0,0
given,125542966,123,1000,3.10135,0,0,0,0,0.984,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0,0,0,0.182,0,0,0,0
cloth,9764137,914,1000,3.10123,0,0,0.481,0,0,0,0,0.378,0,0,0,0.702,0,0,0.847,0,0,0,0,0.694,0,0,0,0,0,0
birth,36286070,374,1000,3.10001,0,0.309,0,0,0,0,0,0.378,0.848,0,0,0,0,0,0,0,0,0.871,0,0.694,0,0,0,0,0,0
blind,16485480,635,1000,3.09735,0,0.309,0,0.462,0,0,0,0,0.848,0,0,0.702,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
blogs,46978262,302,1000,3.09668,0,0.309,0,0,0,0,0.312,0,0,0,0,0.702,0,0,0.847,0,0,0,0.927,0,0,0,0,0,0,0
julie,9674906,926,1000,3.09477,0,0,0,0,0.984,0,0,0,0.848,0.120,0,0.702,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0
cells,44128080,320,1000,3.09345,0,0,0.481,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
while,226194991,50,1000,3.09282,0,0,0,0,0.984,0,0,0.378,0.848,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0
whole,85202530,183,1000,3.09144,0,0,0,0,0.984,0,0,0.378,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0,0,0.181,0,0,0
bingo,9539002,935,1000,3.09152,0,0.309,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0.847,0,0,0,0,0,0,0,0,0,0,0
grass,12868953,765,1000,3.09076,0.981,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0.871,0.927,0,0,0,0,0,0,0
class,191087771,71,1000,3.09060,0.981,0,0.481,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
calls,43661633,322,1000,3.09060,0.981,0,0.481,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
frank,31392284,426,1000,3.08992,0.981,0,0,0,0,0.204,0,0,0,0,0.258,0,0,0.776,0,0,0,0.871,0,0,0,0,0,0,0,0
brass,14298573,702,1000,3.08800,0.981,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0.927,0,0,0,0,0,0,0
rooms,65453403,228,1000,3.08740,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0.847,0,0,0.871,0.927,0,0,0,0,0,0,0
thank,63234550,236,1000,3.08733,0.981,0,0,0,0,0,0,0.378,0,0,0.258,0,0,0.776,0,0,0,0,0,0.694,0,0,0,0,0,0
white,209863729,62,1000,3.08533,0,0,0,0,0.984,0,0,0.378,0.848,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0.181,0,0,0
bruce,19999866,560,1000,3.08501,0,0.309,0.481,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0,0
works,98581698,159,1000,3.08417,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0.847,0,0,0.871,0.927,0,0,0,0.181,0,0,0
favor,11867822,805,1000,3.08394,0.981,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0,0.182,0,0,0,0
canon,41144763,332,1000,3.08405,0.981,0,0.481,0,0,0,0,0,0,0,0,0,0,0.776,0.847,0,0,0,0,0,0,0,0,0,0,0
leeds,9491065,939,1000,3.07517,0,0,0,0.462,0.984,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
salad,8923706,984,1000,3.07232,0.981,0,0,0.462,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
knife,11297715,826,1000,3.06988,0,0,0,0,0.984,0.204,0,0,0.848,0,0.258,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
glory,13158826,756,1000,3.07021,0,0,0,0,0,0,0.312,0,0,0,0,0.702,0,0,0.847,0,0,0.871,0,0,0,0,0,0,0.339,0
india,87391857,178,1000,3.06716,0.981,0,0,0.462,0,0,0,0,0.848,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
guard,21137924,540,1000,3.06665,0.981,0,0,0.462,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0,0
enjoy,50141455,287,1000,3.06579,0,0,0,0,0.984,0,0,0,0,0.120,0,0,0,0.776,0.847,0,0,0,0,0,0,0,0,0,0.339,0
basis,59901425,246,1000,3.06511,0.981,0.309,0,0,0,0,0,0,0.848,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
magic,36676771,369,1000,3.06436,0.981,0,0.481,0,0,0,0.312,0,0.848,0,0,0,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0
world,431934249,13,1000,3.06309,0,0,0,0.462,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
quite,58777731,252,1000,3.06067,0,0,0,0,0.984,0,0,0,0.848,0,0,0,0,0,0,0,0.094,0,0,0.694,0.441,0,0,0,0,0
quiet,16746894,626,1000,3.06067,0,0,0,0,0.984,0,0,0,0.848,0,0,0,0,0,0,0,0.094,0,0,0.694,0.441,0,0,0,0,0
quote,139242226,106,1000,3.05929,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0.847,0,0.094,0,0,0.694,0.441,0,0,0,0,0
fruit,22767191,511,1000,3.05776,0,0,0,0,0,0.204,0,0,0.848,0,0,0,0,0,0,0,0,0.871,0,0.694,0.441,0,0,0,0,0
maybe,51895609,281,1000,3.05588,0.981,0.309,0,0,0.984,0,0,0,0,0,0,0,0.443,0,0,0,0,0,0,0,0,0,0,0,0.339,0
small,208371878,63,1000,3.05297,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0.443,0,0,0,0,0,0.927,0,0,0,0,0,0,0
shift,19811555,564,1000,3.05112,0,0,0,0,0,0.204,0,0.378,0.848,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
usual,17044981,618,1000,3.05065,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0.441,0,0,0,0,0
meets,17760399,600,1000,3.04832,0,0,0,0,0.984,0,0,0,0,0,0,0,0.443,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
kevin,24511652,496,1000,3.04768,0,0,0,0,0.984,0,0,0,0.848,0,0.258,0,0,0.776,0,0,0,0,0,0,0,0.182,0,0,0,0
guide,213378807,60,1000,3.04662,0,0,0,0.462,0.984,0,0.312,0,0.848,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0
truly,21693553,532,1000,3.04687,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0.871,0,0.694,0.441,0,0,0,0.339,0
wings,16044458,647,1000,3.04443,0,0,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0.927,0,0,0,0.181,0,0,0
swing,12734467,771,1000,3.04443,0,0,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0.927,0,0,0,0.181,0,0,0
trunk,11020361,846,1000,3.04015,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0.776,0,0,0,0.871,0,0.694,0.441,0,0,0,0,0
candy,13772033,731,1000,3.03890,0.981,0,0.481,0.462,0,0,0,0,0,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0.339,0
zdnet,10661625,863,1000,3.03801,0,0,0,0.462,0.984,0,0,0,0,0,0,0,0,0.776,0,0,0,0,0,0.694,0,0,0,0,0,0.121
dicke,14514973,694,1000,3.03289,0,0,0.481,0.462,0.984,0,0,0,0.848,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blank,18150537,594,1000,3.02629,0.981,0.309,0,0,0,0,0,0,0,0,0.258,0.702,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
irish,25658075,481,1000,3.02350,0,0,0,0,0,0,0,0.378,0.848,0,0,0,0,0,0,0,0,0.871,0.927,0,0,0,0,0,0,0
below,145701629,101,1000,3.02291,0,0.309,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0,0,0.181,0,0,0
fault,13112664,758,1000,3.02194,0.981,0,0,0,0,0.204,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0.694,0.441,0,0,0,0,0
human,160573748,89,1000,3.01827,0.981,0,0,0,0,0,0,0.378,0,0,0,0,0.443,0.776,0,0,0,0,0,0,0.441,0,0,0,0,0
aware,25700328,479,1000,3.01698,0.981,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0.181,0,0,0
apple,50551171,286,1000,3.01502,0.981,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0.348,0,0,0,0,0,0,0,0,0,0
roger,15353411,665,1000,3.01301,0,0,0,0,0.984,0,0.312,0,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0,0,0,0,0,0
drugs,38827156,346,1000,3.01284,0,0,0,0.462,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0.871,0.927,0,0.441,0,0,0,0,0
local,270742935,32,1000,3.01001,0.981,0,0.481,0,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0
night,130531484,113,1000,3.00798,0,0,0,0,0,0,0.312,0.378,0.848,0,0,0,0,0.776,0,0,0,0,0,0.694,0,0,0,0,0,0
thing,97451660,163,1000,3.00798,0,0,0,0,0,0,0.312,0.378,0.848,0,0,0,0,0.776,0,0,0,0,0,0.694,0,0,0,0,0,0
pixel,8813200,991,1000,3.00705,0,0,0,0,0.984,0,0,0,0.848,0,0,0.702,0,0,0,0.348,0,0,0,0,0,0,0,0.125,0,0
lopez,9593132,931,1000,3.00208,0,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0.847,0.348,0,0,0,0,0,0,0,0,0,0.121
genes,12396954,786,1000,2.99880,0,0,0,0,0.984,0,0.312,0,0,0,0,0,0,0.776,0,0,0,0,0.927,0,0,0,0,0,0,0
alarm,17059844,617,1000,2.99664,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0.443,0,0,0,0,0.871,0,0,0,0,0,0,0,0
packs,11683277,813,1000,2.99529,0.981,0,0.481,0,0,0,0,0,0,0,0.258,0,0,0,0,0.348,0,0,0.927,0,0,0,0,0,0,0
toxic,9065369,977,1000,2.99454,0,0,0.481,0,0,0,0,0,0.848,0,0,0,0,0,0.847,0,0,0,0,0.694,0,0,0,0.125,0,0
rural,30998929,430,1000,2.99433,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0,0
laura,13801282,728,1000,2.99433,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0,0
built,61502894,241,1000,2.99414,0,0.309,0,0,0,0,0,0,0.848,0,0,0.702,0,0,0,0,0,0,0,0.694,0.441,0,0,0,0,0
forth,20149609,559,1000,2.99341,0,0,0,0,0,0.204,0,0.378,0,0,0,0,0,0,0.847,0,0,0.871,0,0.694,0,0,0,0,0,0
meter,22874915,510,1000,2.99199,0,0,0,0,0.984,0,0,0,0,0,0,0,0.443,0,0,0,0,0.871,0,0.694,0,0,0,0,0,0
shell,20599318,552,1000,2.99053,0,0,0,0,0.984,0,0,0.378,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
knows,24640096,494,1000,2.98938,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0.776,0.847,0,0,0,0.927,0,0,0,0.181,0,0,0
shall,191963867,70,1000,2.98769,0.981,0,0,0,0,0,0,0.378,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
wrong,49156828,293,1000,2.98672,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0.776,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
grown,13931521,723,1000,2.98672,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0.776,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
gifts,95412416,166,1000,2.98535,0,0,0,0,0,0.204,0.312,0,0.848,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
brown,64112042,231,1000,2.98396,0,0.309,0,0,0,0,0,0,0,0,0,0,0,0.776,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
sorry,35595812,382,1000,2.98344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0.871,0.927,0,0,0,0,0,0.339,0
cyber,9289150,955,1000,2.98337,0,0.309,0.481,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,0.339,0
these,541003982,8,1000,2.98304,0,0,0,0,0.984,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
sheet,44295187,317,1000,2.98304,0,0,0,0,0.984,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
newly,21102330,541,1000,2.98223,0,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0.776,0,0,0,0,0,0,0,0,0.181,0,0.339,0
chips,13982676,719,1000,2.98171,0,0,0.481,0,0,0,0,0.378,0.848,0,0,0,0,0,0,0.348,0,0,0.927,0,0,0,0,0,0,0
thats,10034213,893,1000,2.98019,0.981,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
legal,142048771,104,1000,2.97858,0.981,0,0,0,0.984,0,0.312,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eagle,16785232,623,1000,2.97858,0.981,0,0,0,0.984,0,0.312,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humor,18085495,595,1000,2.97866,0,0,0,0,0,0,0,0.378,0,0,0,0,0.443,0,0.847,0,0,0.871,0,0,0.441,0,0,0,0,0
dicks,9280692,957,1000,2.97623,0,0,0.481,0.462,0,0,0,0,0.848,0,0.258,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
match,53532481,276,1000,2.97668,0.981,0,0.481,0,0,0,0,0.378,0,0,0,0,0.443,0,0,0,0,0,0,0.694,0,0,0,0,0,0
label,41359857,330,1000,2.97582,0.981,0.309,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sixth,9920054,903,1000,2.97222,0,0,0,0,0,0,0,0.378,0.848,0,0,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0.125,0,0
worth,48075237,297,1000,2.97095,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.847,0,0,0.871,0,0.694,0,0,0.181,0,0,0
throw,15751985,653,1000,2.97095,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.847,0,0,0.871,0,0.694,0,0,0.181,0,0,0
proud,17167504,614,1000,2.96869,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0.847,0.348,0,0.871,0,0,0.441,0,0,0,0,0
serve,36697856,368,1000,2.96342,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0.927,0,0,0.182,0,0,0,0
sleep,29491537,448,1000,2.96120,0,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0.348,0,0,0.927,0,0,0,0,0,0,0
fraud,15378751,664,1000,2.95867,0.981,0,0,0.462,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0,0
curve,11071177,844,1000,2.95760,0,0,0.481,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0.441,0.182,0,0,0,0
gross,16440590,637,1000,2.95635,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0.847,0,0,0.871,0.927,0,0,0,0,0,0,0
think,217856550,54,1000,2.95430,0,0,0,0,0,0,0,0.378,0.848,0,0.258,0,0,0.776,0,0,0,0,0,0.694,0,0,0,0,0,0
steps,38254292,355,1000,2.95371,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0.348,0,0,0.927,0.694,0,0,0,0,0,0
costs,101090970,152,1000,2.94870,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
scott,41326573,331,1000,2.94870,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
buyer,42024703,328,1000,2.94342,0,0.309,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0,0.441,0,0,0,0.339,0
green,108287905,145,1000,2.94248,0,0,0,0,0.984,0,0.312,0,0,0,0,0,0,0.776,0,0,0,0.871,0,0,0,0,0,0,0,0
genre,22344091,517,1000,2.94248,0,0,0,0,0.984,0,0.312,0,0,0,0,0,0,0.776,0,0,0,0.871,0,0,0,0,0,0,0,0
dolls,22065047,523,1000,2.93792,0,0,0,0.462,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0.927,0,0,0,0,0,0,0
folks,13760930,734,1000,2.93779,0,0,0,0,0,0.204,0,0,0,0,0.258,0.702,0,0,0.847,0,0,0,0.927,0,0,0,0,0,0,0
light,126699632,120,1000,2.93393,0,0,0,0,0,0,0.312,0.378,0.848,0,0,0.702,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0
trust,55157142,271,1000,2.93301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0.927,0.694,0.441,0,0,0,0,0
could,302311431,26,1000,2.93209,0,0,0.481,0.462,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0.441,0,0,0,0,0
cloud,11337220,824,1000,2.93209,0,0,0.481,0.462,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0.441,0,0,0,0,0
stood,11116275,841,1000,2.93042,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
bench,8992211,978,1000,2.92725,0,0.309,0.481,0,0.984,0,0,0.378,0,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
there,701170205,5,1000,2.92671,0,0,0,0,0.984,0,0,0.378,0,0,0,0,0,0,0,0,0,0.871,0,0.694,0,0,0,0,0,0
three,223417394,51,1000,2.92671,0,0,0,0,0.984,0,0,0.378,0,0,0,0,0,0,0,0,0,0.871,0,0.694,0,0,0,0,0,0
brush,10018684,896,1000,2.92544,0,0.309,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0.871,0.927,0,0.441,0,0,0,0,0
glass,63559754,233,1000,2.92192,0.981,0,0,0,0,0,0.312,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
mills,11910667,802,1000,2.91994,0,0,0,0,0,0,0,0,0.848,0,0,0.702,0.443,0,0,0,0,0,0.927,0,0,0,0,0,0,0
balls,13683840,735,1000,2.91915,0.981,0.309,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
moved,35713495,380,1000,2.91737,0,0,0,0.462,0.984,0,0,0,0,0,0,0,0.443,0,0.847,0,0,0,0,0,0,0.182,0,0,0,0
again,150781416,96,1000,2.91675,0.981,0,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
aging,12014007,798,1000,2.91675,0.981,0,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0,0,0,0,0,0,0,0
gonna,13542156,744,1000,2.91537,0.981,0,0,0,0,0,0.312,0,0,0,0,0,0,0.776,0.847,0,0,0,0,0,0,0,0,0,0,0
prior,62949059,237,1000,2.91359,0,0,0,0,0,0,0,0,0.848,0,0,0,0,0,0.847,0.348,0,0.871,0,0,0,0,0,0,0,0
union,72603888,212,1000,2.91108,0,0,0,0,0,0,0,0,0.848,0,0,0,0,0.776,0.847,0,0,0,0,0,0.441,0,0,0,0,0
hello,32960381,408,1000,2.90994,0,0,0,0,0.984,0,0,0.378,0,0,0,0.702,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0
offer,126228968,122,1000,2.90504,0,0,0,0,0.984,0.204,0,0,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0,0,0,0,0,0
squad,8744772,1000,1000,2.90492,0.981,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0.927,0,0.441,0,0,0,0,0
risks,19205769,574,1000,2.90406,0,0,0,0,0,0,0,0,0.848,0,0.258,0,0,0,0,0,0,0.871,0.927,0,0,0,0,0,0,0
color,112965658,140,1000,2.89987,0,0,0.481,0,0,0,0,0,0,0,0,0.702,0,0,0.847,0,0,0.871,0,0,0,0,0,0,0,0
focus,65626732,227,1000,2.89887,0,0,0.481,0,0,0.204,0,0,0,0,0,0,0,0,0.847,0,0,0,0.927,0,0.441,0,0,0,0,0
peter,59541743,248,1000,2.89738,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0.348,0,0.871,0,0.694,0,0,0,0,0,0
apart,16507181,634,1000,2.89454,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348,0,0.871,0,0.694,0,0,0,0,0,0
chief,45699591,306,1000,2.89395,0,0,0.481,0,0.984,0.204,0,0.378,0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larry,15900632,650,1000,2.89268,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0.871,0,0,0,0,0,0,0.339,0
rally,9155530,970,1000,2.89268,0.981,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0.871,0,0,0,0,0,0,0.339,0
linux,90854231,172,1000,2.89155,0,0,0,0,0,0,0,0,0.848,0,0,0.702,0,0.776,0,0,0,0,0,0,0.441,0,0,0.125,0,0
shock,14850388,682,1000,2.89021,0,0,0.481,0,0,0,0,0.378,0,0,0.258,0,0,0,0.847,0,0,0,0.927,0,0,0,0,0,0,0
graph,15526746,661,1000,2.88972,0.981,0,0,0,0,0,0.312,0.378,0,0,0,0,0,0,0,0.348,0,0.871,0,0,0,0,0,0,0,0
terry,13981773,720,1000,2.88803,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0.871,0,0.694,0,0,0,0,0.339,0
river,78843808,200,1000,2.88422,0,0,0,0,0.984,0,0,0,0.848,0,0,0,0,0,0,0,0,0.871,0,0,0,0.182,0,0,0,0
patch,39999745,341,1000,2.88207,0.981,0,0.481,0,0,0,0,0.378,0,0,0,0,0,0,0,0.348,0,0,0,0.694,0,0,0,0,0,0
sizes,23751367,499,1000,2.88025,0,0,0,0,0.984,0,0,0,0.848,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0.121
arrow,11563142,815,1000,2.87973,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
album,77914316,201,1000,2.87569,0.981,0.309,0,0,0,0,0,0,0,0,0,0.702,0.443,0,0,0,0,0,0,0,0.441,0,0,0,0,0
juice,10973425,850,1000,2.87344,0,0,0.481,0,0.984,0,0,0,0.848,0.120,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0
pound,13620117,740,1000,2.87389,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0.776,0.847,0.348,0,0,0,0,0.441,0,0,0,0,0
honor,16787246,622,1000,2.87100,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0.776,0.847,0,0,0.871,0,0,0,0,0,0,0,0
child,119747393,134,1000,2.87051,0,0,0.481,0.462,0,0,0,0.378,0.848,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seven,44224906,318,1000,2.86863,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0.776,0,0,0,0,0.927,0,0,0.182,0,0,0,0
depth,31879926,422,1000,2.86664,0,0,0,0.462,0.984,0,0,0.378,0,0,0,0,0,0,0,0.348,0,0,0,0.694,0,0,0,0,0,0
heavy,37668153,362,1000,2.86318,0.981,0,0,0,0.984,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0.339,0
signs,31899467,421,1000,2.86294,0,0,0,0,0,0,0.312,0,0.848,0,0,0,0,0.776,0,0,0,0,0.927,0,0,0,0,0,0,0
study,152978354,94,1000,2.86359,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,0.694,0.441,0,0,0,0.339,0
picks,16627992,631,1000,2.86227,0,0,0.481,0,0,0,0,0,0.848,0,0.258,0,0,0,0,0.348,0,0,0.927,0,0,0,0,0,0,0
mixed,25395056,484,1000,2.86205,0,0,0,0.462,0.984,0,0,0,0.848,0,0,0,0.443,0,0,0,0,0,0,0,0,0,0,0.125,0,0
songs,49272598,291,1000,2.86155,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0.776,0.847,0,0,0,0.927,0,0,0,0,0,0,0
flows,10797166,854,1000,2.86103,0,0,0,0,0,0.204,0,0,0,0,0,0.702,0,0,0.847,0,0,0,0.927,0,0,0,0.181,0,0,0
tasks,20273373,556,1000,2.86075,0.981,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0.927,0.694,0,0,0,0,0,0
clubs,34881779,390,1000,2.85951,0,0.309,0.481,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0.927,0,0.441,0,0,0,0,0
dildo,20789655,546,1000,2.85871,0,0,0,0.462,0,0,0,0,0.848,0,0,0.702,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0
skype,11188286,837,1000,2.85654,0,0,0,0,0.984,0,0,0,0,0,0.258,0,0,0,0,0.348,0,0,0.927,0,0,0,0,0,0.339,0
hills,25770218,478,1000,2.85466,0,0,0,0,0,0,0,0.378,0.848,0,0,0.702,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0
motor,40615655,336,1000,2.85474,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0.847,0,0,0.871,0,0.694,0,0,0,0,0,0
leave,70957750,214,1000,2.84840,0.981,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0
valve,11325360,825,1000,2.84840,0.981,0,0,0,0.984,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0
rough,11557184,816,1000,2.84761,0,0,0,0,0,0,0.312,0.378,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0.441,0,0,0,0,0
vinyl,17009819,620,1000,2.84662,0,0,0,0,0,0,0,0,0.848,0,0,0.702,0,0.776,0,0,0,0,0,0,0,0.182,0,0,0.339,0
shots,19611119,570,1000,2.84578,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
shoot,12695618,773,1000,2.84578,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
hosts,12228736,788,1000,2.84578,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.847,0,0,0,0.927,0.694,0,0,0,0,0,0
bible,45080741,312,1000,2.84279,0,0.309,0,0,0.984,0,0,0,0.848,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowd,11409218,823,1000,2.84176,0,0,0.481,0.462,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0.871,0,0,0,0,0.181,0,0,0
