word,count,Rank,in Top,letter score,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
altar,2627835,1673,2000,9940.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
shiny,3192674,1531,2000,9927.00000,0,0,0,0,0,0,0,1105.000,2268.000,0,0,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,1152.000,0
oxide,5321340,1195,2000,9926.00000,0,0,0,1415.000,3624.000,0,0,0,2268.000,0,0,0,0,0,2454.000,0,0,0,0,0,0,0,0,165.000,0,0
algae,2068644,1851,2000,9915.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,2007.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crush,3576348,1456,2000,9912.00000,0,0,1332.000,0,0,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,3528.000,0,1384.000,0,0,0,0,0
urged,4685830,1276,2000,9911.00000,0,0,0,1415.000,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,2563.000,0,0,1384.000,0,0,0,0,0
bowie,3287191,1512,2000,9879.00000,0,975.000,0,0,3624.000,0,0,0,2268.000,0,0,0,0,0,2454.000,0,0,0,0,0,0,0,558.000,0,0,0
dried,6331606,1090,2000,9870.00000,0,0,0,1415.000,3624.000,0,0,0,2268.000,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
basal,1821739,1945,2000,9869.00000,3359.000,975.000,0,0,0,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
toons,3318074,1505,2000,9867.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
kylie,2415779,1724,2000,9864.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,813.000,2007.000,0,0,0,0,0,0,0,0,0,0,0,0,1152.000,0
threw,4410853,1323,2000,9861.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,558.000,0,0,0
foley,2314106,1757,2000,9839.00000,0,0,0,0,3624.000,602.000,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,0,0,1152.000,0
knees,4250743,1345,2000,9839.00000,0,0,0,0,3624.000,0,0,0,0,0,813.000,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
mercy,6831149,1049,2000,9838.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
monks,2103722,1840,2000,9836.00000,0,0,0,0,0,0,0,0,0,0,813.000,0,1167.000,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
downs,4578206,1296,2000,9829.00000,0,0,0,1415.000,0,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,558.000,0,0,0
crawl,2859784,1611,2000,9819.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,558.000,0,0,0
latch,1777882,1963,2000,9814.00000,3359.000,0,1332.000,0,0,0,0,1105.000,0,0,0,2007.000,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
romeo,4990395,1232,2000,9808.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
devon,6896016,1039,2000,9801.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,0,0,0,434.000,0,0,0,0
hinge,1758893,1970,2000,9796.00000,0,0,0,0,3624.000,0,925.000,1105.000,2268.000,0,0,0,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
remix,7132676,1023,2000,9787.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,1167.000,0,0,0,0,2563.000,0,0,0,0,0,165.000,0,0
mixer,5558245,1164,2000,9787.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,1167.000,0,0,0,0,2563.000,0,0,0,0,0,165.000,0,0
bravo,2772503,1632,2000,9785.00000,3359.000,975.000,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,434.000,0,0,0,0
syrup,3108136,1558,2000,9784.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.000,0,2563.000,3528.000,0,1384.000,0,0,0,1152.000,0
scrub,2360299,1740,2000,9782.00000,0,975.000,1332.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,3528.000,0,1384.000,0,0,0,0,0
boxer,3592432,1452,2000,9781.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,0,0,165.000,0,0
mango,2171900,1818,2000,9779.00000,3359.000,0,0,0,0,0,925.000,0,0,0,0,0,1167.000,1874.000,2454.000,0,0,0,0,0,0,0,0,0,0,0
linen,4960413,1237,2000,9773.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,2007.000,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
swamp,2575587,1688,2000,9769.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,0,1157.000,0,0,3528.000,0,0,0,558.000,0,0,0
silky,1749406,1977,2000,9768.00000,0,0,0,0,0,0,0,0,2268.000,0,813.000,2007.000,0,0,0,0,0,0,3528.000,0,0,0,0,0,1152.000,0
diode,1897828,1915,2000,9761.00000,0,0,0,1415.000,3624.000,0,0,0,2268.000,0,0,0,0,0,2454.000,0,0,0,0,0,0,0,0,0,0,0
hoped,5086531,1221,2000,9755.00000,0,0,0,1415.000,3624.000,0,0,1105.000,0,0,0,0,0,0,2454.000,1157.000,0,0,0,0,0,0,0,0,0,0
focal,5844761,1133,2000,9754.00000,3359.000,0,1332.000,0,0,602.000,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,0,0,0,0
vitro,5000420,1231,2000,9730.00000,0,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,2454.000,0,0,2563.000,0,2011.000,0,434.000,0,0,0,0
franc,4916960,1243,2000,9730.00000,3359.000,0,1332.000,0,0,602.000,0,0,0,0,0,0,0,1874.000,0,0,0,2563.000,0,0,0,0,0,0,0,0
kinda,5660928,1150,2000,9729.00000,3359.000,0,0,1415.000,0,0,0,0,2268.000,0,813.000,0,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
derby,6319608,1091,2000,9729.00000,0,975.000,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
vague,2783775,1627,2000,9726.00000,3359.000,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.000,434.000,0,0,0,0
choir,5156247,1213,2000,9722.00000,0,0,1332.000,0,0,0,0,1105.000,2268.000,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
habit,4880657,1253,2000,9718.00000,3359.000,975.000,0,0,0,0,0,1105.000,2268.000,0,0,0,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
lungs,2828099,1616,2000,9718.00000,0,0,0,0,0,0,925.000,0,0,0,0,2007.000,0,1874.000,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
hogan,2600534,1682,2000,9717.00000,3359.000,0,0,0,0,0,925.000,1105.000,0,0,0,0,0,1874.000,2454.000,0,0,0,0,0,0,0,0,0,0,0
swell,2213445,1800,2000,9717.00000,0,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,0,0,558.000,0,0,0
props,3032812,1572,2000,9702.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,1157.000,0,2563.000,3528.000,0,0,0,0,0,0,0
gangs,1743105,1982,2000,9686.00000,3359.000,0,0,0,0,0,925.000,0,0,0,0,0,0,1874.000,0,0,0,0,3528.000,0,0,0,0,0,0,0
sheds,1874143,1927,2000,9672.00000,0,0,0,1415.000,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
synth,1697095,2000,2000,9670.00000,0,0,0,0,0,0,0,1105.000,0,0,0,0,0,1874.000,0,0,0,0,3528.000,2011.000,0,0,0,0,1152.000,0
detox,2297343,1764,2000,9669.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,0,2011.000,0,0,0,165.000,0,0
knobs,2151258,1829,2000,9644.00000,0,975.000,0,0,0,0,0,0,0,0,813.000,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
flute,4090740,1371,2000,9628.00000,0,0,0,0,3624.000,602.000,0,0,0,0,0,2007.000,0,0,0,0,0,0,0,2011.000,1384.000,0,0,0,0,0
elbow,3484326,1477,2000,9618.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,558.000,0,0,0
bowel,2666510,1656,2000,9618.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,558.000,0,0,0
deter,1887521,1918,2000,9613.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
piper,3346631,1503,2000,9612.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,0,0,1157.000,0,2563.000,0,0,0,0,0,0,0,0
thief,2970770,1588,2000,9610.00000,0,0,0,0,3624.000,602.000,0,1105.000,2268.000,0,0,0,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
elder,7299470,1015,2000,9609.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
seize,1908868,1907,2000,9607.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,187.000
hyper,3153749,1543,2000,9601.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,1157.000,0,2563.000,0,0,0,0,0,0,1152.000,0
vests,2056167,1854,2000,9597.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,434.000,0,0,0,0
wrath,2486700,1705,2000,9596.00000,3359.000,0,0,0,0,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,558.000,0,0,0
hardy,4748572,1267,2000,9594.00000,3359.000,0,0,1415.000,0,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
visas,2876354,1608,2000,9589.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,0,0,0,0,3528.000,0,0,434.000,0,0,0,0
utter,2096533,1842,2000,9582.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,1384.000,0,0,0,0,0
gland,2561362,1690,2000,9580.00000,3359.000,0,0,1415.000,0,0,925.000,0,0,0,0,2007.000,0,1874.000,0,0,0,0,0,0,0,0,0,0,0,0
tumor,7430480,1006,2000,9579.00000,0,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,2454.000,0,0,2563.000,0,2011.000,1384.000,0,0,0,0,0
ruler,2615554,1677,2000,9578.00000,0,0,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,1384.000,0,0,0,0,0
gorge,1950264,1892,2000,9566.00000,0,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
panty,3546636,1464,2000,9553.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,0,1157.000,0,0,0,2011.000,0,0,0,0,1152.000,0
venom,1883158,1923,2000,9553.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,1874.000,2454.000,0,0,0,0,0,0,434.000,0,0,0,0
armor,6001844,1111,2000,9543.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
aroma,2018777,1864,2000,9543.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
erect,2057313,1853,2000,9530.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
circa,3475462,1479,2000,9522.00000,3359.000,0,1332.000,0,0,0,0,0,2268.000,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
bowls,4193933,1357,2000,9522.00000,0,975.000,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,558.000,0,0,0
blows,2556663,1691,2000,9522.00000,0,975.000,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,0,0,558.000,0,0,0
titan,3974407,1388,2000,9512.00000,3359.000,0,0,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,0,0,2011.000,0,0,0,0,0,0
buses,6101027,1104,2000,9511.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
clint,2481872,1707,2000,9492.00000,0,0,1332.000,0,0,0,0,0,2268.000,0,0,2007.000,0,1874.000,0,0,0,0,0,2011.000,0,0,0,0,0,0
dusty,2339959,1747,2000,9490.00000,0,0,0,1415.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,1384.000,0,0,0,1152.000,0
hertz,1752925,1975,2000,9490.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,187.000
messy,2833021,1614,2000,9471.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,1152.000,0
torch,3360286,1499,2000,9465.00000,0,0,1332.000,0,0,0,0,1105.000,0,0,0,0,0,0,2454.000,0,0,2563.000,0,2011.000,0,0,0,0,0,0
watts,7423674,1007,2000,9456.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,558.000,0,0,0
flirt,1817719,1947,2000,9451.00000,0,0,0,0,0,602.000,0,0,2268.000,0,0,2007.000,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
glove,4714578,1272,2000,9444.00000,0,0,0,0,3624.000,0,925.000,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,434.000,0,0,0,0
spicy,3170817,1536,2000,9437.00000,0,0,1332.000,0,0,0,0,0,2268.000,0,0,0,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,1152.000,0
incur,1984112,1875,2000,9421.00000,0,0,1332.000,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,2563.000,0,0,1384.000,0,0,0,0,0
octet,2280607,1775,2000,9421.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,0,2011.000,0,0,0,0,0,0
cello,2358848,1741,2000,9417.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,0,0,0,0
debut,7220643,1020,2000,9409.00000,0,975.000,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.000,1384.000,0,0,0,0,0
forex,3977390,1387,2000,9408.00000,0,0,0,0,3624.000,602.000,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,0,0,165.000,0,0
scams,2662588,1660,2000,9386.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
quart,2002127,1870,2000,9385.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.000,2563.000,0,2011.000,1384.000,0,0,0,0,0
desks,3315227,1507,2000,9380.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
stout,1939514,1897,2000,9377.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,1384.000,0,0,0,0,0
souls,5416970,1184,2000,9373.00000,0,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,3528.000,0,1384.000,0,0,0,0,0
metre,2350745,1744,2000,9365.00000,0,0,0,0,3624.000,0,0,0,0,0,0,0,1167.000,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
hawks,3117529,1554,2000,9363.00000,3359.000,0,0,0,0,0,0,1105.000,0,0,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,558.000,0,0,0
typed,3681027,1439,2000,9359.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,1157.000,0,0,0,2011.000,0,0,0,0,1152.000,0
burke,5646090,1152,2000,9359.00000,0,975.000,0,0,3624.000,0,0,0,0,0,813.000,0,0,0,0,0,0,2563.000,0,0,1384.000,0,0,0,0,0
arbor,5057261,1226,2000,9351.00000,3359.000,975.000,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,2563.000,0,0,0,0,0,0,0,0
kraft,2076875,1850,2000,9348.00000,3359.000,0,0,0,0,602.000,0,0,0,0,813.000,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
gowns,2217657,1798,2000,9339.00000,0,0,0,0,0,0,925.000,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,558.000,0,0,0
datum,2226219,1795,2000,9336.00000,3359.000,0,0,1415.000,0,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,0,2011.000,1384.000,0,0,0,0,0
scots,1911314,1906,2000,9325.00000,0,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,2011.000,0,0,0,0,0,0
lyric,6970278,1037,2000,9322.00000,0,0,1332.000,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,1152.000,0
ether,1877315,1926,2000,9303.00000,0,0,0,0,3624.000,0,0,1105.000,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
quota,3245515,1520,2000,9276.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,0,68.000,0,0,2011.000,1384.000,0,0,0,0,0
reiki,1962162,1886,2000,9268.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,813.000,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
bogus,1903710,1912,2000,9266.00000,0,975.000,0,0,0,0,925.000,0,0,0,0,0,0,0,2454.000,0,0,0,3528.000,0,1384.000,0,0,0,0,0
tract,5897046,1125,2000,9265.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
carat,3398374,1493,2000,9265.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
natal,3010028,1581,2000,9251.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,1874.000,0,0,0,0,0,2011.000,0,0,0,0,0,0
quake,4544481,1304,2000,9248.00000,3359.000,0,0,0,3624.000,0,0,0,0,0,813.000,0,0,0,0,0,68.000,0,0,0,1384.000,0,0,0,0,0
optic,4558869,1298,2000,9222.00000,0,0,1332.000,0,0,0,0,0,2268.000,0,0,0,0,0,2454.000,1157.000,0,0,0,2011.000,0,0,0,0,0,0
sammy,2447628,1719,2000,9206.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,1152.000,0
vault,5408483,1186,2000,9195.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,0,2011.000,1384.000,434.000,0,0,0,0
plush,4692870,1273,2000,9181.00000,0,0,0,0,0,0,0,1105.000,0,0,0,2007.000,0,0,0,1157.000,0,0,3528.000,0,1384.000,0,0,0,0,0
jacks,2818856,1617,2000,9175.00000,3359.000,0,1332.000,0,0,0,0,0,0,143.000,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
wagon,5198530,1207,2000,9170.00000,3359.000,0,0,0,0,0,925.000,0,0,0,0,0,0,1874.000,2454.000,0,0,0,0,0,0,0,558.000,0,0,0
helix,2921411,1595,2000,9169.00000,0,0,0,0,3624.000,0,0,1105.000,2268.000,0,0,2007.000,0,0,0,0,0,0,0,0,0,0,0,165.000,0,0
rebel,6527810,1067,2000,9169.00000,0,975.000,0,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
topaz,2348935,1745,2000,9168.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.000,1157.000,0,0,0,2011.000,0,0,0,0,0,187.000
rabbi,3488700,1474,2000,9165.00000,3359.000,975.000,0,0,0,0,0,0,2268.000,0,0,0,0,0,0,0,0,2563.000,0,0,0,0,0,0,0,0
smash,3192001,1532,2000,9159.00000,3359.000,0,0,0,0,0,0,1105.000,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
pools,6977605,1036,2000,9146.00000,0,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,1157.000,0,0,3528.000,0,0,0,0,0,0,0
loops,5439483,1182,2000,9146.00000,0,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,1157.000,0,0,3528.000,0,0,0,0,0,0,0
weeds,2634421,1668,2000,9125.00000,0,0,0,1415.000,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.000,0,0,0,558.000,0,0,0
sixty,4851534,1257,2000,9124.00000,0,0,0,0,0,0,0,0,2268.000,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,0,165.000,1152.000,0
greet,1784219,1961,2000,9123.00000,0,0,0,0,3624.000,0,925.000,0,0,0,0,0,0,0,0,0,0,2563.000,0,2011.000,0,0,0,0,0,0
smoky,1818184,1946,2000,9114.00000,0,0,0,0,0,0,0,0,0,0,813.000,0,1167.000,0,2454.000,0,0,0,3528.000,0,0,0,0,0,1152.000,0
abbey,4224864,1353,2000,9110.00000,3359.000,975.000,0,0,3624.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152.000,0
johns,5610302,1155,2000,9104.00000,0,0,0,0,0,0,0,1105.000,0,143.000,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
pratt,2503054,1702,2000,9090.00000,3359.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.000,0,2563.000,0,2011.000,0,0,0,0,0,0
rubin,1889443,1917,2000,9064.00000,0,975.000,0,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,2563.000,0,0,1384.000,0,0,0,0,0
kiosk,1808146,1955,2000,9063.00000,0,0,0,0,0,0,0,0,2268.000,0,813.000,0,0,0,2454.000,0,0,0,3528.000,0,0,0,0,0,0,0
petit,2120813,1835,2000,9060.00000,0,0,0,0,3624.000,0,0,0,2268.000,0,0,0,0,0,0,1157.000,0,0,0,2011.000,0,0,0,0,0,0
sinus,1738565,1984,2000,9054.00000,0,0,0,0,0,0,0,0,2268.000,0,0,0,0,1874.000,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
hicks,2503430,1701,2000,9046.00000,0,0,1332.000,0,0,0,0,1105.000,2268.000,0,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
grind,2482307,1706,2000,9045.00000,0,0,0,1415.000,0,0,925.000,0,2268.000,0,0,0,0,1874.000,0,0,0,2563.000,0,0,0,0,0,0,0,0
troll,2079165,1848,2000,9035.00000,0,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,2563.000,0,2011.000,0,0,0,0,0,0
sacks,1808394,1954,2000,9032.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,813.000,0,0,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
samba,5838327,1134,2000,9029.00000,3359.000,975.000,0,0,0,0,0,0,0,0,0,0,1167.000,0,0,0,0,0,3528.000,0,0,0,0,0,0,0
clamp,3639509,1441,2000,9022.00000,3359.000,0,1332.000,0,0,0,0,0,0,0,0,2007.000,1167.000,0,0,1157.000,0,0,0,0,0,0,0,0,0,0
pluto,2466856,1711,2000,9013.00000,0,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,1157.000,0,0,0,2011.000,1384.000,0,0,0,0,0
spoon,4000406,1382,2000,9013.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,2454.000,1157.000,0,0,3528.000,0,0,0,0,0,0,0
snoop,2787168,1626,2000,9013.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,2454.000,1157.000,0,0,3528.000,0,0,0,0,0,0,0
flour,5162842,1212,2000,9010.00000,0,0,0,0,0,602.000,0,0,0,0,0,2007.000,0,0,2454.000,0,0,2563.000,0,0,1384.000,0,0,0,0,0
sonny,2004845,1868,2000,9008.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.000,2454.000,0,0,0,3528.000,0,0,0,0,0,1152.000,0
plugs,4333394,1334,2000,9001.00000,0,0,0,0,0,0,925.000,0,0,0,0,2007.000,0,0,0,1157.000,0,0,3528.000,0,1384.000,0,0,0,0,0
faded,1899648,1913,2000,9000.00000,3359.000,0,0,1415.000,3624.000,602.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blush,1722003,1990,2000,8999.00000,0,975.000,0,0,0,0,0,1105.000,0,0,0,2007.000,0,0,0,0,0,0,3528.000,0,1384.000,0,0,0,0,0
alamo,2162395,1822,2000,8987.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,1167.000,0,2454.000,0,0,0,0,0,0,0,0,0,0,0
paolo,2174306,1816,2000,8977.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,1157.000,0,0,0,0,0,0,0,0,0,0
elect,5748899,1141,2000,8974.00000,0,0,1332.000,0,3624.000,0,0,0,0,0,0,2007.000,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
alloy,5468839,1178,2000,8972.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,0,0,1152.000,0
loyal,4498834,1308,2000,8972.00000,3359.000,0,0,0,0,0,0,0,0,0,0,2007.000,0,0,2454.000,0,0,0,0,0,0,0,0,0,1152.000,0
attic,3347389,1502,2000,8970.00000,3359.000,0,1332.000,0,0,0,0,0,2268.000,0,0,0,0,0,0,0,0,0,0,2011.000,0,0,0,0,0,0
swift,5850031,1131,2000,8967.00000,0,0,0,0,0,602.000,0,0,2268.000,0,0,0,0,0,0,0,0,0,3528.000,2011.000,0,0,558.000,0,0,0
lilac,1738684,1983,2000,8966.00000,3359.000,0,1332.000,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myths,4253827,1344,2000,8963.00000,0,0,0,0,0,0,0,1105.000,0,0,0,0,1167.000,0,0,0,0,0,3528.000,2011.000,0,0,0,0,1152.000,0
spill,3890646,1404,2000,8960.00000,0,0,0,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
slips,2587498,1684,2000,8960.00000,0,0,0,0,0,0,0,0,2268.000,0,0,2007.000,0,0,0,1157.000,0,0,3528.000,0,0,0,0,0,0,0
